Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date,Month
康華⼤飯店,Taipei,215,6665,0.66,2237.35,9830915,10265512,20915621,1475.01,4394,7/1/2019,Jul-19
悅川酒店,Others,103,3193,0.78,4035.44,10064393,6426123,16490516,3152.02,2494,7/1/2019,Jul-19
慶泰大飯店,Taipei,150,4650,0.83,2606.58,10024918,5950690,16501977,2155.9,3846,7/1/2019,Jul-19
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11966,0.82,3660.41,36025796,38180788,84098684,3010.68,9842,7/1/2019,Jul-19
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7967,0.79,3032.94,19201518,30401045,53985187,2410.13,6331,7/1/2019,Jul-19
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.68,3050.39,13394244,11834198,26646444,2077.27,4391,7/1/2019,Jul-19
日勝生加賀屋國際溫泉飯店,Taipei,90,2790,0.48,5715.85,7636370,7234323,17843266,2737.05,1336,7/1/2019,Jul-19
⽇⽉⾏館,Scenery,92,2852,0.26,10009.42,7437000,2849302,10405387,2607.64,743,7/1/2019,Jul-19
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,388,12028,0.55,1679.83,11080179,4527135,16532595,921.2,6596,7/1/2019,Jul-19
晶英國際⾏館,Kaohsiung,147,4557,0.2,6427.8,5740021,8791013,16976478,1259.61,893,7/1/2019,Jul-19
晶華酒店,Taipei,538,16678,0.78,5387.85,70139059,129791107,257851379,4205.48,13018,7/1/2019,Jul-19
東⽅渡假酒店,Scenery,112,3472,0.12,2500.43,1000170,540466,1540636,288.07,400,7/1/2019,Jul-19
板橋凱撒大飯店,Others,400,12400,0.71,3852.98,33929321,12062204,46090109,2736.24,8806,7/1/2019,Jul-19
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,187,5797,0.19,3132.99,3411828,8395554,13095863,588.55,1089,7/1/2019,Jul-19
樂樂日暉溫泉酒店,Others,48,1488,0,0,0,0,0,0,0,7/1/2019,Jul-19
歐華酒店,Taipei,112,3472,0.39,3187.06,4356713,4438223,9805463,1254.81,1367,7/1/2019,Jul-19
洛碁⼤飯店花華本館,Taipei,112,3472,0.82,1718.01,4915216,0,4915216,1415.67,2861,7/1/2019,Jul-19
海灣藝術酒店,Taichung,226,7006,0.3,1478.73,3120120,293800,3476810,445.35,2110,7/1/2019,Jul-19
涵碧樓⼤飯店,Scenery,96,2976,0.84,14187.82,35426986,3809709,42107818,11904.23,2497,7/1/2019,Jul-19
漢來⼤飯店,Kaohsiung,535,16585,0.75,3093.1,38326580,65504199,119456730,2310.92,12391,7/1/2019,Jul-19
澎湖福朋喜來登酒店,Others,331,10261,0.55,3324.38,18889110,18542269,41446639,1840.86,5682,7/1/2019,Jul-19
瑞穗天合國際觀光酒店,Hualien,198,6138,0.65,8022.99,31939543,13801420,51931329,5203.57,3981,7/1/2019,Jul-19
瓏⼭林台北中和飯店,Others,126,3906,0.46,2404.05,4291234,2659875,8029361,1098.63,1785,7/1/2019,Jul-19
知本老爺大酒店,Scenery,182,5642,0.83,4216.26,19651982,11320381,35512348,3483.16,4661,7/1/2019,Jul-19
碧特弗⼤飯店,Others,54,1674,0.32,2247.78,1222790,170098,1392888,730.46,544,7/1/2019,Jul-19
礁溪老爺大酒店,Scenery,193,5983,0.82,6882.68,33587454,23968955,69660251,5613.81,4880,7/1/2019,Jul-19
神旺⼤飯店,Taipei,268,8308,0.86,2066.4,14764447,25642721,43568038,1777.14,7145,7/1/2019,Jul-19
福容大飯店(台北一館),Taipei,120,3720,0.5,3066.08,5684505,9022170,15820770,1528.09,1854,7/1/2019,Jul-19
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4619,1,1801.49,8321081,2979586,11356514,1801.49,4619,7/1/2019,Jul-19
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5642,0.75,1904.03,8078790,4879996,13513804,1431.9,4243,7/1/2019,Jul-19
福容大飯店(淡水漁人碼頭),Others,198,6138,0.66,4354.71,17571263,19066295,39291143,2862.7,4035,7/1/2019,Jul-19
福容大飯店(福隆),Scenery,174,5394,0.62,5619.36,18746173,9864354,29487384,3475.38,3336,7/1/2019,Jul-19
福容大飯店(高雄),Kaohsiung,250,7750,0.75,1639.52,9579744,3296834,14313509,1236.1,5843,7/1/2019,Jul-19
福華大飯店,Taipei,606,18786,0.64,3500,42126000,38866000,94578000,2242.41,12036,7/1/2019,Jul-19
第一⼤飯店,Taipei,176,5456,0.81,1580.45,6953999,3050764,29575038,1274.56,4400,7/1/2019,Jul-19
綠舞國際觀光飯店,Others,104,3224,0.34,5998.46,6664287,2998452,10649377,2067.09,1111,7/1/2019,Jul-19
美侖⼤飯店,Hualien,343,10633,0.89,2514.59,23705081,10498036,35503164,2229.39,9427,7/1/2019,Jul-19
美麗信花園酒店,Taipei,203,6293,0.9,2052.77,11631018,6374586,24495246,1848.25,5666,7/1/2019,Jul-19
美麗春天⼤飯店,Others,34,1054,0.32,2276.32,778503,225478,1003981,738.62,342,7/1/2019,Jul-19
義大皇家酒店,Kaohsiung,656,20336,0.7,2966,42004492,25179097,71206922,2065.52,14162,7/1/2019,Jul-19
義華酒店,Taipei,149,4619,0.28,4040,5179280,155842,8504417,1121.3,1282,7/1/2019,Jul-19
老爺大酒店,Taipei,202,6262,0.9,4519.35,25421332,20960974,52918728,4059.62,5625,7/1/2019,Jul-19
耐斯王⼦⼤飯店,Others,245,7595,0.68,2109.94,10946382,14823927,26955307,1441.26,5188,7/1/2019,Jul-19
花蓮亞士都飯店,Hualien,167,5177,0.46,1023.41,2461290,850000,3325150,475.43,2405,7/1/2019,Jul-19
花蓮翰品酒店,Hualien,197,6107,0.84,2998.2,15434724,11096053,27470076,2527.38,5148,7/1/2019,Jul-19
華園大飯店,Kaohsiung,269,8339,0.78,1415.89,9244332,2519765,12568813,1108.57,6529,7/1/2019,Jul-19
華泰王子大飯店,Taipei,202,6262,0.75,2607.84,12272506,9518465,24060459,1959.84,4706,7/1/2019,Jul-19
華王大飯店,Kaohsiung,297,9207,0.29,1442.66,3896621,1639294,5543305,423.22,2701,7/1/2019,Jul-19
蘭城晶英酒店,Others,193,5983,0.88,9758.08,51376296,38168775,100218458,8587.05,5265,7/1/2019,Jul-19
裕元花園酒店,Taichung,149,4619,0.77,3151.71,11235859,26260338,42536054,2432.53,3565,7/1/2019,Jul-19
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.21,3659.67,9006449,5056451,15320641,756.59,2461,7/1/2019,Jul-19
豪景⼤酒店,Taipei,209,6479,0.74,2056.9,9815542,728580,10835635,1514.98,4772,7/1/2019,Jul-19
趣淘漫旅,Scenery,198,6138,0.67,3032.08,12519464,6008509,20823993,2039.67,4129,7/1/2019,Jul-19
遠百企業觀光旅館,Others,40,1240,0.06,1000,70000,0,70000,56.45,70,7/1/2019,Jul-19
遠雄悅來大飯店,Hualien,381,11811,0.64,3991.36,30226541,16506196,57298768,2559.19,7573,7/1/2019,Jul-19
鈺通⼤飯店,Others,120,3720,0.32,1624.32,1905324,3225323,5149454,512.18,1173,7/1/2019,Jul-19
阿里山賓館,Scenery,35,1085,0.44,6326.37,3017680,0,3017680,2781.27,477,7/1/2019,Jul-19
阿里山賓館(新館),Scenery,102,3162,0.74,6264.19,14733378,7716914,23097219,4659.51,2352,7/1/2019,Jul-19
陸島酒店,Others,47,1457,0.46,1636.96,1085304,102000,1206554,744.89,663,7/1/2019,Jul-19
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.31,4092.2,1825120,1561206,5205114,1252.66,446,7/1/2019,Jul-19
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.72,8559.62,40409983,22563479,67424058,6177.95,4721,7/1/2019,Jul-19
首都大飯店,Taipei,129,3999,0.66,2950.16,7812013,2224781,10667056,1953.49,2648,7/1/2019,Jul-19
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.69,5873.29,52524823,46231520,114964508,4034.16,8943,7/1/2019,Jul-19
香格里拉台南遠東國際大飯店,Others,333,10323,0.74,3533.26,27075370,22470289,55828094,2622.82,7663,7/1/2019,Jul-19
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.7,1881.9,7815537,4254588,12318621,1319.97,4153,7/1/2019,Jul-19
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.89,1959.91,24538051,37183058,63694888,1747.35,12520,7/1/2019,Jul-19
高雄圓山大飯店,Scenery,107,3317,0.56,2436.31,4538845,8358344,13682410,1368.36,1863,7/1/2019,Jul-19
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.81,2188.84,14884101,16691505,35015124,1771.71,6800,7/1/2019,Jul-19
麒麟⼤飯店,Others,167,5177,0.42,4051.58,8755454,2324988,11330662,1691.22,2161,7/1/2019,Jul-19
麗尊⼤酒店,Kaohsiung,198,6138,0.73,2180.21,9834917,14886894,26040126,1602.3,4511,7/1/2019,Jul-19
龍⾕⼤飯店,Scenery,189,5859,0.17,2213.66,2244652,699295,3336819,383.11,1014,7/1/2019,Jul-19
⻄華⼤飯店,Taipei,343,10633,0.76,4275.12,34645584,19946397,59412788,3258.31,8104,8/1/2019,Aug-19
⻑榮桂冠酒店(台中),Taichung,354,10974,0.76,2209.2,18508695,25648673,49028592,1686.6,8378,8/1/2019,Aug-19
⻑榮桂冠酒店(基隆),Others,140,4340,0.77,3112.89,10437522,6555719,20292003,2404.96,3353,8/1/2019,Aug-19
⻑榮鳳凰酒店(礁溪),Others,231,7161,0.85,5672.88,34570508,20540239,62440794,4827.61,6094,8/1/2019,Aug-19
三德⼤飯店,Taipei,287,8897,0.42,1922.95,7241836,991201,11975299,813.96,3766,8/1/2019,Aug-19
亞士都飯店,Taipei,40,1240,0.46,2216.02,1263131,0,1263131,1018.65,570,8/1/2019,Aug-19
亞都麗緻⼤飯店,Taipei,209,6479,0.74,3934.99,18872213,11881848,35610155,2912.83,4796,8/1/2019,Aug-19
兄弟大飯店,Taipei,250,7750,0.61,3406.38,16190515,41551998,62490482,2089.1,4753,8/1/2019,Aug-19
全國⼤飯店,Taichung,178,5518,0.63,2044.45,7086076,11514267,20736406,1284.17,3466,8/1/2019,Aug-19
六福客棧,Taipei,230,7130,0.81,1367.52,7886511,8456857,16863307,1106.1,5767,8/1/2019,Aug-19
凱撒⼤飯店,Scenery,281,8711,0.96,6818.01,57066750,8941619,68692193,6551.11,8370,8/1/2019,Aug-19
北投老爺酒店,Taipei,50,1550,0.46,4683.95,3311550,2716646,6779063,2136.48,707,8/1/2019,Aug-19
北投麗禧溫泉酒店,Taipei,66,2046,0.5,13638.52,14020399,5405187,22476061,6852.59,1028,8/1/2019,Aug-19
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3441,0.77,4142.5,11002492,9830925,26363197,3197.47,2656,8/1/2019,Aug-19
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.88,2922.98,20221192,20559803,42819235,2558.03,6918,8/1/2019,Aug-19
台中港酒店,Taichung,200,6200,0.6,2707.18,10032813,3747326,14657735,1618.2,3706,8/1/2019,Aug-19
台中福華大飯店,Taichung,155,4805,0.72,2720.6,9454078,9403753,21276616,1967.55,3475,8/1/2019,Aug-19
台中金典酒店,Taichung,222,6882,0.78,3037.3,16228283,18726129,49656309,2358.08,5343,8/1/2019,Aug-19
台北W飯店,Taipei,405,12555,0.85,8155.37,86659009,50044761,153952443,6902.35,10626,8/1/2019,Aug-19
台北中山雅樂軒酒店,Taipei,88,2728,0.83,4216.89,9542833,806908,11566555,3498.11,2263,8/1/2019,Aug-19
台北凱撒大飯店,Taipei,478,14818,0.97,3972.83,57081649,15758034,75285865,3852.18,14368,8/1/2019,Aug-19
台北君品大酒店,Taipei,286,8866,0.84,4746.68,35486189,46543798,85615913,4002.5,7476,8/1/2019,Aug-19
台北君悅酒店,Taipei,850,26350,0.7,5724.04,105946277,96190271,227865602,4020.73,18509,8/1/2019,Aug-19
台北寒舍喜來登大飯店,Taipei,688,21328,0.72,5094.48,78215599,98520110,198320079,3667.27,15353,8/1/2019,Aug-19
台北寒舍艾美酒店,Taipei,160,4960,0.79,8075.94,31463866,44198007,88757360,6343.52,3896,8/1/2019,Aug-19
台北有園飯店,Taipei,56,1736,0.85,2584.59,3814860,406699,4299888,2197.5,1476,8/1/2019,Aug-19
台北美福⼤飯店,Taipei,146,4526,0.54,5808.15,14212553,59514163,78338156,3140.2,2447,8/1/2019,Aug-19
台北花園⼤酒店,Taipei,241,7471,0.95,2374.3,16833757,17657762,37836664,2253.21,7090,8/1/2019,Aug-19
台北華國⼤飯店,Taipei,326,10106,0.78,2850.12,22350609,9110060,33446686,2211.62,7842,8/1/2019,Aug-19
台北萬豪酒店,Taipei,318,9858,0.81,5449.9,43294038,43281169,112189272,4391.77,7944,8/1/2019,Aug-19
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.69,2840.71,31222204,12680148,49069926,1951.88,10991,8/1/2019,Aug-19
台南大員皇冠假日酒店,Others,231,7161,0.55,3136.55,12270200,14564048,29514143,1713.48,3912,8/1/2019,Aug-19
台南⼤飯店,Others,152,4712,0.52,2053.45,5014523,9185166,15594445,1064.2,2442,8/1/2019,Aug-19
台東桂⽥喜來登酒店,Others,278,8618,0.55,3119.4,14654944,13028838,28406123,1700.5,4698,8/1/2019,Aug-19
台糖⻑榮酒店(台南),Others,197,6107,0.75,2755.01,12604161,17942375,31701210,2063.89,4575,8/1/2019,Aug-19
合尊酒店 S Hotel,Taipei,101,3131,0.73,3552.76,8132258,3925153,13306615,2597.34,2289,8/1/2019,Aug-19
名都觀光渡假大飯店,Scenery,97,3007,0.65,1065.96,2097800,3645340,5826254,697.64,1968,8/1/2019,Aug-19
和昇帝景飯店,Others,60,1860,0.4,2377.17,1775744,2760,1778504,954.7,747,8/1/2019,Aug-19
國王大飯店,Taipei,97,3007,0.81,1490.81,3631602,1070762,4755767,1207.72,2436,8/1/2019,Aug-19
國聯⼤飯店,Taipei,243,7533,0.69,2104.83,10888273,1560000,13764628,1445.41,5173,8/1/2019,Aug-19
國賓大飯店,Taipei,316,9796,0.67,3592.23,23543462,76361810,105744478,2403.38,6554,8/1/2019,Aug-19
圓山大飯店,Taipei,500,15500,0.84,3946.88,51348947,59346684,122192902,3312.84,13010,8/1/2019,Aug-19
墾丁怡灣渡假酒店,Scenery,236,7316,0.46,3043.28,10347163,251500,10861653,1414.32,3400,8/1/2019,Aug-19
墾丁福華渡假飯店,Scenery,458,14198,0.75,4239.03,44980387,12449226,59107813,3168.08,10611,8/1/2019,Aug-19
大億麗緻酒店,Others,315,9765,0.63,3163.59,19459234,27618128,53192191,1992.75,6151,8/1/2019,Aug-19
大板根渡假酒店,Others,95,2945,0.85,4716,11794720,13190321,41240539,4005,2501,8/1/2019,Aug-19
天成大飯店,Taipei,225,6975,0.98,3054.1,20810645,18077065,40920883,2983.61,6814,8/1/2019,Aug-19
太魯閣晶英酒店,Scenery,160,4960,0.71,8617.59,30239123,9136145,44048127,6096.6,3509,8/1/2019,Aug-19
娜路彎⼤酒店,Others,276,8556,0.7,3969.91,23878994,14243020,45434269,2790.91,6015,8/1/2019,Aug-19
寒舍艾麗酒店,Taipei,235,7285,0.8,6275.29,36497108,14541734,56546095,5009.9,5816,8/1/2019,Aug-19
寒軒國際大飯店,Kaohsiung,380,11780,0.73,1885.13,16106570,14698223,31871052,1367.28,8544,8/1/2019,Aug-19
寶華大飯店,Others,78,2418,0.21,2062.34,1037359,5640,1044999,429.02,503,8/1/2019,Aug-19
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,7161,0.74,2315.01,12195451,15418336,29394202,1703.04,5268,8/1/2019,Aug-19
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7750,0.82,2301.58,14714024,22229983,37287588,1898.58,6393,8/1/2019,Aug-19
山泉大飯店,Others,167,5177,0.35,2064.96,3692142,649606,4570261,713.18,1788,8/1/2019,Aug-19
幼獅大飯店,Others,53,1643,0.04,8725,523500,0,566060,318.62,60,8/1/2019,Aug-19
康華⼤飯店,Taipei,215,6665,0.63,2320.38,9666710,10732006,21033606,1450.37,4166,8/1/2019,Aug-19
悅川酒店,Others,103,3193,0.81,3955.01,10211847,7658670,17870517,3198.2,2582,8/1/2019,Aug-19
慶泰大飯店,Taipei,150,4650,0.84,2670.07,10405278,5241407,16320227,2237.69,3897,8/1/2019,Aug-19
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11966,0.85,3179.28,32387306,36556380,78310500,2706.61,10187,8/1/2019,Aug-19
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7967,0.74,3007.97,17683847,29973381,51912124,2219.64,5879,8/1/2019,Aug-19
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.68,3181.87,14041593,12905565,28314969,2177.67,4413,8/1/2019,Aug-19
日勝生加賀屋國際溫泉飯店,Taipei,90,2790,0.59,4826.44,7987759,6484433,18783276,2863,1655,8/1/2019,Aug-19
⽇⽉⾏館,Scenery,92,2852,0.34,10021.27,9730653,2739207,12678288,3411.87,971,8/1/2019,Aug-19
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,388,12028,0.71,1811.51,15578993,9950645,27085756,1295.23,8600,8/1/2019,Aug-19
晶英國際⾏館,Kaohsiung,147,4557,0.3,6332.91,8682425,10604651,21920887,1905.29,1371,8/1/2019,Aug-19
晶華酒店,Taipei,538,16678,0.87,5811.17,84418912,135434068,275731329,5061.69,14527,8/1/2019,Aug-19
東⽅渡假酒店,Scenery,112,3472,0.01,2459.58,98383,0,98383,28.34,40,8/1/2019,Aug-19
板橋凱撒大飯店,Others,400,12400,0.9,3960.17,44227137,13588822,57916667,3566.7,11168,8/1/2019,Aug-19
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,187,5797,0.18,2551.21,2706832,5677955,9321694,466.94,1061,8/1/2019,Aug-19
樂樂日暉溫泉酒店,Others,48,1488,0,0,0,0,0,0,0,8/1/2019,Aug-19
歐華酒店,Taipei,112,3472,0.48,3145.89,5197018,5956011,12210432,1496.84,1652,8/1/2019,Aug-19
洛碁⼤飯店花華本館,Taipei,112,3472,0.91,1863.03,5885318,0,5885318,1695.08,3159,8/1/2019,Aug-19
海灣藝術酒店,Taichung,226,7006,0.28,1447.99,2849642,482509,3441597,406.74,1968,8/1/2019,Aug-19
涵碧樓⼤飯店,Scenery,96,2976,0.88,14164.83,37140175,6718499,47438710,12479.9,2622,8/1/2019,Aug-19
漢來⼤飯店,Kaohsiung,535,16585,0.77,2972.69,37851228,66119718,119220428,2282.26,12733,8/1/2019,Aug-19
澎湖福朋喜來登酒店,Others,331,10261,0.53,2957.56,16174908,15432208,35230878,1576.35,5469,8/1/2019,Aug-19
瑞穗天合國際觀光酒店,Hualien,198,6138,0.59,8218.99,29900677,12977706,48853358,4871.4,3638,8/1/2019,Aug-19
瓏⼭林台北中和飯店,Others,126,3906,0.34,2520.72,3370198,2546976,6816299,862.83,1337,8/1/2019,Aug-19
知本老爺大酒店,Scenery,182,5642,0.72,4227.13,17288955,10362771,31576149,3064.33,4090,8/1/2019,Aug-19
碧特弗⼤飯店,Others,54,1674,0.31,2228.32,1138670,61247,1199917,680.21,511,8/1/2019,Aug-19
礁溪老爺大酒店,Scenery,193,5983,0.83,6891.67,34382536,26969994,74460818,5746.7,4989,8/1/2019,Aug-19
神旺⼤飯店,Taipei,268,8308,0.86,2366.71,16910161,29238648,49563401,2035.41,7145,8/1/2019,Aug-19
福容大飯店(台北一館),Taipei,120,3720,0.67,2980.35,7382324,8793164,17190234,1984.5,2477,8/1/2019,Aug-19
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4619,0.88,2155.52,8721252,2920040,11677526,1888.13,4046,8/1/2019,Aug-19
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5642,0.77,1788.2,7809072,3960651,12308774,1384.1,4367,8/1/2019,Aug-19
福容大飯店(淡水漁人碼頭),Others,198,6138,0.6,4699.65,17398105,15607640,35421992,2834.49,3702,8/1/2019,Aug-19
福容大飯店(福隆),Scenery,174,5394,0.54,5377.64,15756479,9944081,26360391,2921.11,2930,8/1/2019,Aug-19
福容大飯店(高雄),Kaohsiung,250,7750,0.65,1814.3,9203930,13167906,22391162,1187.6,5073,8/1/2019,Aug-19
福華大飯店,Taipei,606,18786,0.73,3577.16,49211000,36321000,99445000,2619.56,13757,8/1/2019,Aug-19
第一⼤飯店,Taipei,176,5456,0.76,1543.84,6399221,2753799,28695601,1172.88,4145,8/1/2019,Aug-19
綠舞國際觀光飯店,Others,104,3224,0.35,5889.86,6620206,3311259,11074432,2053.41,1124,8/1/2019,Aug-19
美侖⼤飯店,Hualien,343,10633,0.8,2510.13,21388799,10588471,33401886,2011.55,8521,8/1/2019,Aug-19
美麗信花園酒店,Taipei,203,6293,0.86,2021.53,10936458,6671645,23951812,1737.88,5410,8/1/2019,Aug-19
美麗春天⼤飯店,Others,34,1054,0.3,2258.4,724947,81189,806136,687.81,321,8/1/2019,Aug-19
義大皇家酒店,Kaohsiung,656,20336,0.65,3027,40250019,26582674,73285631,1979.25,13297,8/1/2019,Aug-19
義華酒店,Taipei,149,4619,0.12,3920,2246160,205954,8560258,486.29,573,8/1/2019,Aug-19
老爺大酒店,Taipei,202,6262,0.96,4746.54,28635848,23166447,57877085,4572.96,6033,8/1/2019,Aug-19
耐斯王⼦⼤飯店,Others,245,7595,0.6,2293.17,10447698,14450733,26191027,1375.6,4556,8/1/2019,Aug-19
花蓮亞士都飯店,Hualien,167,5177,0.4,1362.79,2791000,1570000,4379567,539.12,2048,8/1/2019,Aug-19
花蓮翰品酒店,Hualien,197,6107,0.83,2775.03,14086058,7942909,22593003,2306.54,5076,8/1/2019,Aug-19
華園大飯店,Kaohsiung,269,8339,0.81,1479.59,9990199,3068250,14125221,1198.01,6752,8/1/2019,Aug-19
華泰王子大飯店,Taipei,198,6138,0.69,2684.64,11329200,8938989,22524792,1845.75,4220,8/1/2019,Aug-19
華王大飯店,Kaohsiung,297,9207,0.22,1482.77,3045619,842023,3909414,330.79,2054,8/1/2019,Aug-19
蘭城晶英酒店,Others,193,5983,0.9,9723.54,52448762,44453974,108392410,8766.3,5394,8/1/2019,Aug-19
裕元花園酒店,Taichung,149,4619,0.75,3141.34,10831333,31239614,47181890,2344.95,3448,8/1/2019,Aug-19
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.29,3178.97,10795769,5080993,17305967,906.9,3396,8/1/2019,Aug-19
豪景⼤酒店,Taipei,209,6479,0.78,2200.13,11161243,645315,12097899,1722.68,5073,8/1/2019,Aug-19
趣淘漫旅,Scenery,198,6138,0.68,3242.12,13594224,3464191,20065520,2214.76,4193,8/1/2019,Aug-19
遠百企業觀光旅館,Others,40,1240,0.06,1000,76000,0,76000,61.29,76,8/1/2019,Aug-19
遠雄悅來大飯店,Hualien,381,11811,0.65,3648.16,28130979,17295006,54224314,2381.76,7711,8/1/2019,Aug-19
鈺通⼤飯店,Others,120,3720,0.25,1701.29,1570289,3571370,5174024,422.12,923,8/1/2019,Aug-19
阿里山賓館,Scenery,35,1085,0.31,6696.75,2243412,0,2243412,2067.66,335,8/1/2019,Aug-19
阿里山賓館(新館),Scenery,104,3224,0.54,6258.93,10953130,5781450,17069000,3397.37,1750,8/1/2019,Aug-19
陸島酒店,Others,47,1457,0.34,1525.49,755117,74240,829557,518.27,495,8/1/2019,Aug-19
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.3,3869.79,1698837,1650934,5289564,1165.98,439,8/1/2019,Aug-19
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.76,8848.97,44129796,25115663,74062223,6746.64,4987,8/1/2019,Aug-19
首都大飯店,Taipei,129,3999,0.75,3157.22,9477972,1124329,11221126,2370.09,3002,8/1/2019,Aug-19
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.72,6001.43,56563487,48829324,120980539,4344.35,9425,8/1/2019,Aug-19
香格里拉台南遠東國際大飯店,Others,331,10261,0.7,3608.31,25925719,23639776,55464193,2526.63,7185,8/1/2019,Aug-19
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.78,1823.44,8386015,4052115,12676700,1416.32,4599,8/1/2019,Aug-19
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.84,2000.81,23621546,38831572,64434614,1682.09,11806,8/1/2019,Aug-19
高雄圓山大飯店,Scenery,107,3317,0.64,2417.56,5146981,6975172,13895732,1551.7,2129,8/1/2019,Aug-19
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.8,2143,14460964,18250036,35898979,1721.34,6748,8/1/2019,Aug-19
麒麟⼤飯店,Others,167,5177,0.34,3140.16,5504693,1727750,7496349,1063.3,1753,8/1/2019,Aug-19
麗尊⼤酒店,Kaohsiung,198,6138,0.76,2170.15,10069512,14885266,26707798,1640.52,4640,8/1/2019,Aug-19
龍⾕⼤飯店,Scenery,189,5859,0.14,1930.02,1598055,530488,2337180,272.75,828,8/1/2019,Aug-19
⻄華⼤飯店,Taipei,343,10290,0.68,4147.84,28902128,19783009,53323470,2808.76,6968,9/1/2019,Sep-19
⻑榮桂冠酒店(台中),Taichung,354,10620,0.59,2249.64,14055779,56917328,75766592,1323.52,6248,9/1/2019,Sep-19
⻑榮桂冠酒店(基隆),Others,140,4200,0.8,2461.9,8294131,6126966,17964154,1974.79,3369,9/1/2019,Sep-19
⻑榮鳳凰酒店(礁溪),Others,231,6930,0.62,5315.1,22971856,17921007,46816980,3314.84,4322,9/1/2019,Sep-19
三德⼤飯店,Taipei,287,8610,0.32,1959.97,5354649,365600,8105035,621.91,2732,9/1/2019,Sep-19
亞士都飯店,Taipei,40,1200,0.25,2345.59,696639,0,696639,580.53,297,9/1/2019,Sep-19
亞都麗緻⼤飯店,Taipei,209,6270,0.67,3864.2,16175531,11477199,33539246,2579.83,4186,9/1/2019,Sep-19
兄弟大飯店,Taipei,250,7500,0.56,3508.84,14793270,38010500,57047335,1972.44,4216,9/1/2019,Sep-19
